DATE,DGS10
2013-04-11,1.82
2013-04-12,1.75
2013-04-15,1.72
2013-04-16,1.75
2013-04-17,1.73
2013-04-18,1.72
2013-04-19,1.73
2013-04-22,1.72
2013-04-23,1.74
2013-04-24,1.73
2013-04-25,1.74
2013-04-26,1.70
2013-04-29,1.70
2013-04-30,1.70
2013-05-01,1.66
2013-05-02,1.66
2013-05-03,1.78
2013-05-06,1.80
2013-05-07,1.82
2013-05-08,1.81
2013-05-09,1.81
2013-05-10,1.90
2013-05-13,1.92
2013-05-14,1.96
2013-05-15,1.94
2013-05-16,1.87
2013-05-17,1.95
2013-05-20,1.97
2013-05-21,1.94
2013-05-22,2.03
2013-05-23,2.02
2013-05-24,2.01
2013-05-27,.
2013-05-28,2.15
2013-05-29,2.13
2013-05-30,2.13
2013-05-31,2.16
2013-06-03,2.13
2013-06-04,2.14
2013-06-05,2.10
2013-06-06,2.08
2013-06-07,2.17
2013-06-10,2.22
2013-06-11,2.20
2013-06-12,2.25
2013-06-13,2.19
2013-06-14,2.14
2013-06-17,2.19
2013-06-18,2.20
2013-06-19,2.33
2013-06-20,2.41
2013-06-21,2.52
2013-06-24,2.57
2013-06-25,2.60
2013-06-26,2.55
2013-06-27,2.49
2013-06-28,2.52
2013-07-01,2.50
2013-07-02,2.48
2013-07-03,2.52
2013-07-04,.
2013-07-05,2.73
2013-07-08,2.65
2013-07-09,2.65
2013-07-10,2.70
2013-07-11,2.60
2013-07-12,2.61
2013-07-15,2.57
2013-07-16,2.55
2013-07-17,2.52
2013-07-18,2.56
2013-07-19,2.50
2013-07-22,2.50
2013-07-23,2.53
2013-07-24,2.61
2013-07-25,2.61
2013-07-26,2.58
2013-07-29,2.61
2013-07-30,2.63
2013-07-31,2.60
2013-08-01,2.74
2013-08-02,2.63
2013-08-05,2.67
2013-08-06,2.67
2013-08-07,2.61
2013-08-08,2.58
2013-08-09,2.57
2013-08-12,2.61
2013-08-13,2.71
2013-08-14,2.71
2013-08-15,2.77
2013-08-16,2.84
2013-08-19,2.88
2013-08-20,2.82
2013-08-21,2.87
2013-08-22,2.90
2013-08-23,2.82
2013-08-26,2.79
2013-08-27,2.72
2013-08-28,2.78
2013-08-29,2.75
2013-08-30,2.78
2013-09-02,.
2013-09-03,2.86
2013-09-04,2.90
2013-09-05,2.98
2013-09-06,2.94
2013-09-09,2.90
2013-09-10,2.96
2013-09-11,2.93
2013-09-12,2.92
2013-09-13,2.90
2013-09-16,2.88
2013-09-17,2.86
2013-09-18,2.69
2013-09-19,2.76
2013-09-20,2.75
2013-09-23,2.72
2013-09-24,2.67
2013-09-25,2.63
2013-09-26,2.66
2013-09-27,2.64
2013-09-30,2.64
2013-10-01,2.66
2013-10-02,2.63
2013-10-03,2.62
2013-10-04,2.66
2013-10-07,2.65
2013-10-08,2.66
2013-10-09,2.68
2013-10-10,2.71
2013-10-11,2.70
2013-10-14,.
2013-10-15,2.75
2013-10-16,2.69
2013-10-17,2.61
2013-10-18,2.60
2013-10-21,2.63
2013-10-22,2.54
2013-10-23,2.51
2013-10-24,2.53
2013-10-25,2.53
2013-10-28,2.54
2013-10-29,2.53
2013-10-30,2.55
2013-10-31,2.57
2013-11-01,2.65
2013-11-04,2.63
2013-11-05,2.69
2013-11-06,2.67
2013-11-07,2.63
2013-11-08,2.77
2013-11-11,.
2013-11-12,2.80
2013-11-13,2.75
2013-11-14,2.69
2013-11-15,2.71
2013-11-18,2.67
2013-11-19,2.71
2013-11-20,2.80
2013-11-21,2.79
2013-11-22,2.75
2013-11-25,2.74
2013-11-26,2.71
2013-11-27,2.74
2013-11-28,.
2013-11-29,2.75
2013-12-02,2.81
2013-12-03,2.79
2013-12-04,2.84
2013-12-05,2.88
2013-12-06,2.88
2013-12-09,2.86
2013-12-10,2.81
2013-12-11,2.86
2013-12-12,2.89
2013-12-13,2.88
2013-12-16,2.89
2013-12-17,2.85
2013-12-18,2.89
2013-12-19,2.94
2013-12-20,2.89
2013-12-23,2.94
2013-12-24,2.99
2013-12-25,.
2013-12-26,3.00
2013-12-27,3.02
2013-12-30,2.99
2013-12-31,3.04
2014-01-01,.
